concept_path;concept_cd;name_char;concept_blob;update_date;download_date;import_date;sourcesystem_cd;upload_id
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\66105065306\;NDC:66105065306;NDC:66105065306;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\66105065319\;NDC:66105065319;NDC:66105065319;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\66336040002\;NDC:66336040002;NDC:66336040002;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\66336040005\;NDC:66336040005;NDC:66336040005;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\66336040044\;NDC:66336040044;NDC:66336040044;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\67296020401\;NDC:67296020401;NDC:67296020401;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\67296022502\;NDC:67296022502;NDC:67296022502;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\67544085132\;NDC:67544085132;NDC:67544085132;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68071077405\;NDC:68071077405;NDC:68071077405;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68071158403\;NDC:68071158403;NDC:68071158403;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68071316803\;NDC:68071316803;NDC:68071316803;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68071316905\;NDC:68071316905;NDC:68071316905;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68071316906\;NDC:68071316906;NDC:68071316906;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68071318703\;NDC:68071318703;NDC:68071318703;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68071436403\;NDC:68071436403;NDC:68071436403;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68084027911\;NDC:68084027911;NDC:68084027911;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68084027921\;NDC:68084027921;NDC:68084027921;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68084066311\;NDC:68084066311;NDC:68084066311;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68084066321\;NDC:68084066321;NDC:68084066321;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68084091332\;NDC:68084091332;NDC:68084091332;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68084091333\;NDC:68084091333;NDC:68084091333;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68180016106\;NDC:68180016106;NDC:68180016106;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68180016111\;NDC:68180016111;NDC:68180016111;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68180016113\;NDC:68180016113;NDC:68180016113;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68258301201\;NDC:68258301201;NDC:68258301201;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788078801\;NDC:68788078801;NDC:68788078801;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788708203\;NDC:68788708203;NDC:68788708203;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788708205\;NDC:68788708205;NDC:68788708205;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788894703\;NDC:68788894703;NDC:68788894703;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788894705\;NDC:68788894705;NDC:68788894705;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788907801\;NDC:68788907801;NDC:68788907801;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788907802\;NDC:68788907802;NDC:68788907802;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788907803\;NDC:68788907803;NDC:68788907803;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788931103\;NDC:68788931103;NDC:68788931103;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788952103\;NDC:68788952103;NDC:68788952103;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\68788952105\;NDC:68788952105;NDC:68788952105;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70518008900\;NDC:70518008900;NDC:70518008900;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70518022500\;NDC:70518022500;NDC:70518022500;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70518022501\;NDC:70518022501;NDC:70518022501;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70518022502\;NDC:70518022502;NDC:70518022502;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70518059900\;NDC:70518059900;NDC:70518059900;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70518059901\;NDC:70518059901;NDC:70518059901;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70518059902\;NDC:70518059902;NDC:70518059902;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\248656\70882011803\;NDC:70882011803;NDC:70882011803;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\;RXNORM:308460;Azithromycin 250 Mg Oral Tablet;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00047306075\;NDC:00047306075;NDC:00047306075;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00069306030\;NDC:00069306030;NDC:00069306030;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00069306034\;NDC:00069306034;NDC:00069306034;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00069306075\;NDC:00069306075;NDC:00069306075;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00069306086\;NDC:00069306086;NDC:00069306086;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00093714609\;NDC:00093714609;NDC:00093714609;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00093714618\;NDC:00093714618;NDC:00093714618;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00093714619\;NDC:00093714619;NDC:00093714619;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00093714656\;NDC:00093714656;NDC:00093714656;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00093714693\;NDC:00093714693;NDC:00093714693;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028001\;NDC:00247028001;NDC:00247028001;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028003\;NDC:00247028003;NDC:00247028003;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028004\;NDC:00247028004;NDC:00247028004;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028005\;NDC:00247028005;NDC:00247028005;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028006\;NDC:00247028006;NDC:00247028006;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028010\;NDC:00247028010;NDC:00247028010;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028011\;NDC:00247028011;NDC:00247028011;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00247028050\;NDC:00247028050;NDC:00247028050;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00378153305\;NDC:00378153305;NDC:00378153305;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00378153311\;NDC:00378153311;NDC:00378153311;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00378153356\;NDC:00378153356;NDC:00378153356;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00378153383\;NDC:00378153383;NDC:00378153383;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00378153393\;NDC:00378153393;NDC:00378153393;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00440717506\;NDC:00440717506;NDC:00440717506;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00480714609\;NDC:00480714609;NDC:00480714609;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00480714618\;NDC:00480714618;NDC:00480714618;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00480714656\;NDC:00480714656;NDC:00480714656;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00480714699\;NDC:00480714699;NDC:00480714699;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781149601\;NDC:00781149601;NDC:00781149601;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781149631\;NDC:00781149631;NDC:00781149631;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781149668\;NDC:00781149668;NDC:00781149668;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781149669\;NDC:00781149669;NDC:00781149669;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781577606\;NDC:00781577606;NDC:00781577606;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781577626\;NDC:00781577626;NDC:00781577626;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781577631\;NDC:00781577631;NDC:00781577631;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00781577669\;NDC:00781577669;NDC:00781577669;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00904601004\;NDC:00904601004;NDC:00904601004;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00904601006\;NDC:00904601006;NDC:00904601006;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00904601010\;NDC:00904601010;NDC:00904601010;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00904601061\;NDC:00904601061;NDC:00904601061;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00904640506\;NDC:00904640506;NDC:00904640506;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\00904640561\;NDC:00904640561;NDC:00904640561;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\11722078799\;NDC:11722078799;NDC:11722078799;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\12280026806\;NDC:12280026806;NDC:12280026806;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\12634074194\;NDC:12634074194;NDC:12634074194;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\13411013101\;NDC:13411013101;NDC:13411013101;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\13411013103\;NDC:13411013103;NDC:13411013103;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\13411013106\;NDC:13411013106;NDC:13411013106;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\13411013109\;NDC:13411013109;NDC:13411013109;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\13411013115\;NDC:13411013115;NDC:13411013115;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\16590024806\;NDC:16590024806;NDC:16590024806;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\16590036206\;NDC:16590036206;NDC:16590036206;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\18837033806\;NDC:18837033806;NDC:18837033806;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\21695001206\;NDC:21695001206;NDC:21695001206;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\21695001218\;NDC:21695001218;NDC:21695001218;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\23490016603\;NDC:23490016603;NDC:23490016603;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\23490105201\;NDC:23490105201;NDC:23490105201;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\23490776001\;NDC:23490776001;NDC:23490776001;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\23490776002\;NDC:23490776002;NDC:23490776002;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\24236035202\;NDC:24236035202;NDC:24236035202;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\24236067101\;NDC:24236067101;NDC:24236067101;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\24236067102\;NDC:24236067102;NDC:24236067102;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\24236067110\;NDC:24236067110;NDC:24236067110;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\24236067117\;NDC:24236067117;NDC:24236067117;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\33261013910\;NDC:33261013910;NDC:33261013910;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\33261013918\;NDC:33261013918;NDC:33261013918;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\33261013930\;NDC:33261013930;NDC:33261013930;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\33261040301\;NDC:33261040301;NDC:33261040301;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\33358004006\;NDC:33358004006;NDC:33358004006;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
