concept_path;concept_cd;name_char;concept_blob;update_date;download_date;import_date;sourcesystem_cd;upload_id
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066796\;NDC:58016066796;NDC:58016066796;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066797\;NDC:58016066797;NDC:58016066797;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066798\;NDC:58016066798;NDC:58016066798;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066799\;NDC:58016066799;NDC:58016066799;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714700\;NDC:58118714700;NDC:58118714700;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714703\;NDC:58118714703;NDC:58118714703;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714706\;NDC:58118714706;NDC:58118714706;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714708\;NDC:58118714708;NDC:58118714708;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714709\;NDC:58118714709;NDC:58118714709;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\59762308001\;NDC:59762308001;NDC:59762308001;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60505258303\;NDC:60505258303;NDC:60505258303;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60505258305\;NDC:60505258305;NDC:60505258305;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60687031425\;NDC:60687031425;NDC:60687031425;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60687031495\;NDC:60687031495;NDC:60687031495;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\61786017602\;NDC:61786017602;NDC:61786017602;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\62980096201\;NDC:62980096201;NDC:62980096201;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\62980096203\;NDC:62980096203;NDC:62980096203;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679096201\;NDC:64679096201;NDC:64679096201;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679096203\;NDC:64679096203;NDC:64679096203;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679098201\;NDC:64679098201;NDC:64679098201;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64725038608\;NDC:64725038608;NDC:64725038608;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\65427031101\;NDC:65427031101;NDC:65427031101;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\66336084608\;NDC:66336084608;NDC:66336084608;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228026503\;NDC:67228026503;NDC:67228026503;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228026504\;NDC:67228026504;NDC:67228026504;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228044803\;NDC:67228044803;NDC:67228044803;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228044806\;NDC:67228044806;NDC:67228044806;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67544092808\;NDC:67544092808;NDC:67544092808;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084046411\;NDC:68084046411;NDC:68084046411;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084046421\;NDC:68084046421;NDC:68084046421;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092011\;NDC:68084092011;NDC:68084092011;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092021\;NDC:68084092021;NDC:68084092021;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092032\;NDC:68084092032;NDC:68084092032;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092033\;NDC:68084092033;NDC:68084092033;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68180016206\;NDC:68180016206;NDC:68180016206;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68258902901\;NDC:68258902901;NDC:68258902901;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\70518071300\;NDC:70518071300;NDC:70518071300;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\;RXNORM:211511;Azithromycin 600 Mg Oral Tablet [Zithromax];NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\00069308030\;NDC:00069308030;NDC:00069308030;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\00247146601\;NDC:00247146601;NDC:00247146601;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\12280005730\;NDC:12280005730;NDC:12280005730;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\51129207601\;NDC:51129207601;NDC:51129207601;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\55887033230\;NDC:55887033230;NDC:55887033230;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066700\;NDC:58016066700;NDC:58016066700;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066701\;NDC:58016066701;NDC:58016066701;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066702\;NDC:58016066702;NDC:58016066702;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066703\;NDC:58016066703;NDC:58016066703;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066704\;NDC:58016066704;NDC:58016066704;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066705\;NDC:58016066705;NDC:58016066705;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066706\;NDC:58016066706;NDC:58016066706;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066707\;NDC:58016066707;NDC:58016066707;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066708\;NDC:58016066708;NDC:58016066708;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066709\;NDC:58016066709;NDC:58016066709;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066710\;NDC:58016066710;NDC:58016066710;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066712\;NDC:58016066712;NDC:58016066712;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066714\;NDC:58016066714;NDC:58016066714;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066715\;NDC:58016066715;NDC:58016066715;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066716\;NDC:58016066716;NDC:58016066716;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066718\;NDC:58016066718;NDC:58016066718;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066720\;NDC:58016066720;NDC:58016066720;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066721\;NDC:58016066721;NDC:58016066721;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066724\;NDC:58016066724;NDC:58016066724;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066725\;NDC:58016066725;NDC:58016066725;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066726\;NDC:58016066726;NDC:58016066726;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066727\;NDC:58016066727;NDC:58016066727;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066728\;NDC:58016066728;NDC:58016066728;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066730\;NDC:58016066730;NDC:58016066730;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066732\;NDC:58016066732;NDC:58016066732;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066735\;NDC:58016066735;NDC:58016066735;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066736\;NDC:58016066736;NDC:58016066736;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066740\;NDC:58016066740;NDC:58016066740;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066742\;NDC:58016066742;NDC:58016066742;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066744\;NDC:58016066744;NDC:58016066744;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066745\;NDC:58016066745;NDC:58016066745;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066748\;NDC:58016066748;NDC:58016066748;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066750\;NDC:58016066750;NDC:58016066750;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066756\;NDC:58016066756;NDC:58016066756;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066760\;NDC:58016066760;NDC:58016066760;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066767\;NDC:58016066767;NDC:58016066767;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066769\;NDC:58016066769;NDC:58016066769;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066770\;NDC:58016066770;NDC:58016066770;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066771\;NDC:58016066771;NDC:58016066771;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066772\;NDC:58016066772;NDC:58016066772;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066773\;NDC:58016066773;NDC:58016066773;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066775\;NDC:58016066775;NDC:58016066775;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066776\;NDC:58016066776;NDC:58016066776;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066777\;NDC:58016066777;NDC:58016066777;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066779\;NDC:58016066779;NDC:58016066779;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066780\;NDC:58016066780;NDC:58016066780;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066781\;NDC:58016066781;NDC:58016066781;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066782\;NDC:58016066782;NDC:58016066782;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066783\;NDC:58016066783;NDC:58016066783;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066784\;NDC:58016066784;NDC:58016066784;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066787\;NDC:58016066787;NDC:58016066787;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066789\;NDC:58016066789;NDC:58016066789;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066790\;NDC:58016066790;NDC:58016066790;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066791\;NDC:58016066791;NDC:58016066791;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066792\;NDC:58016066792;NDC:58016066792;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066793\;NDC:58016066793;NDC:58016066793;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066796\;NDC:58016066796;NDC:58016066796;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066797\;NDC:58016066797;NDC:58016066797;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066798\;NDC:58016066798;NDC:58016066798;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\58016066799\;NDC:58016066799;NDC:58016066799;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\211511\64725038608\;NDC:64725038608;NDC:64725038608;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\;RXNORM:212446;Azithromycin 250 Mg Oral Tablet [Zithromax];NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00047306075\;NDC:00047306075;NDC:00047306075;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00069306030\;NDC:00069306030;NDC:00069306030;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00069306034\;NDC:00069306034;NDC:00069306034;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00069306075\;NDC:00069306075;NDC:00069306075;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00069306086\;NDC:00069306086;NDC:00069306086;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00247028001\;NDC:00247028001;NDC:00247028001;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00247028002\;NDC:00247028002;NDC:00247028002;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00247028003\;NDC:00247028003;NDC:00247028003;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\212446\00247028004\;NDC:00247028004;NDC:00247028004;NULL;2020-04-15;2020-04-15;2020-04-15;ACT;2020025
